Child_ID,Exam,Goal,Grade,main_learnpath,Title,Format_refrence,Topic_learnpath_name,Video_ID
3721404,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out",The Composting Process,5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--dealing with garbage",5914475
3721404,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out",Sort it and Recycle it!,5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--think and throw",5567162
3721404,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out",School Environment for Educating Young Minds,5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--think and throw",5914476
3721404,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out","Heard of Dry Throat, But Dry Garbage?",5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--think and throw",5567164
3721404,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out","Vermicompost, Product of Decomposition Process",5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--vermicomposting",5567167
3721404,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out",The Vermicomposting Process,5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--vermicomposting",5914477
3721404,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out","Earthworms, Nature's Plow",5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--vermicomposting",5567166
3721404,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out",Who Are The Superheroes Of The Ground?,5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--vermicomposting",5567168
3721404,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out",Why are redworms ideal for vermicomposting?,5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--vermicomposting",5567165
3721404,6th CBSE,CBSE,6,"cbse--6th cbse--science--biology--garbage in, garbage out",The Paper Cycle,5ec5867a0c88fe5860961943,"cbse--6th cbse--science--biology--garbage in, garbage out--recycling of paper",5567160
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Living Organisms and their Environment.,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--organisms and their surroundings,5914428
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Habitat of various animals,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--habitat and adaptation,5914431
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Pond-The Underwater Ecosystem,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--habitat and adaptation,5914432
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Forest Ecosystem,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--habitat and adaptation,5912179
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Flora and Fauna of Aquatic System,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--habitat and adaptation,5914433
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Organisms and Adaptations,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--habitat and adaptation,5914434
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Osmoregulation in Amoeba,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--habitat and adaptation,5914435
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Desert Adaptations,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--a journey through different habitats,5914436
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Plant Adaptations in Desert,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--a journey through different habitats,5914437
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Adaptations in Aquatic Environment.,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--a journey through different habitats,5914438
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Growth Pattern in Humans,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--characteristics of organisms,5914439
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Growth in plants and animals,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--characteristics of organisms,5914441
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats,Growth patterns,5ec5867a0c88fe5860961943,cbse--6th cbse--science--biology--the living organisms - characteristics and habitats--characteristics of organisms,5914442
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,Fabric Made out of Fibres,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--variety in fabrics,5566623
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,Fibres,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--fibre,5566616
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,Properties of Wool,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--fibre,5565900
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,Different types of Fibres,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--plant fibres,5914408
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,Difference Between Weaving and Knitting,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--yarn to fabric,5566627
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,Handloom,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--yarn to fabric,5566628
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,Materials Used to Wear by Early Man,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--history of clothing material,5566619
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,History of Clothing Materials,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--history of clothing material,6115522
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,Clothes Worn by Early Indians,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--history of clothing material,5959516
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--fibre to fabric,Making Fabric from Yarns,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--fibre to fabric--fibres to yarn,5565899
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--sorting materials into groups,Everyday Materials,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--sorting materials into groups--objects around us,5565924
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--sorting materials into groups,Properties of Materials,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--sorting materials into groups--properties of materials,5912169
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--sorting materials into groups,Transparency of Materials,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--sorting materials into groups--properties of materials,5912170
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Separation of Substances,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--introduction to separation of substances,5933448
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Separation of Tea Leaves,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--introduction to separation of substances,5933449
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Separation of Grain,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--introduction to separation of substances,5933450
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Method of Separation - Churning,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--introduction to separation of substances,5933451
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Separation of Salt from Sand,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--introduction to separation of substances,5933452
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Separation of Stones from Rice,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--introduction to separation of substances,5933453
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Need of Separation of Substances,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--introduction to separation of substances,5933454
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Separation Techniques for Mixtures,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--methods of separation,5912171
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Separation Techniques for Solid-Liquid Mixtures,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--methods of separation,5914409
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Evaporation as a Method of Separation,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--methods of separation,5914410
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--separation of substances,Different Types of Solution,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--separation of substances--water as a solvent,5914411
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--changes around us,Reversible and Irreversible Changes,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--changes around us--reversible and irreversible changes,5912172
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--changes around us,Type of Changes Around Us,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--changes around us--reversible and irreversible changes,5914412
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--changes around us,Diffusion as a Change,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--changes around us--ways to bring about changes,5816779
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--changes around us,Reversible and Irreversible Changes,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--changes around us--ways to bring about changes,6115524
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,Uses of Water,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--consumption of water in everyday life,6244451
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,Sources of Water,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--sources of water,6244453
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,Availability of Water on Earth,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--sources of water,6244452
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,Different states of Water,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--water cycle,5914464
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,Water Cycle,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--water cycle,5912187
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,Formation and Discharge of Groundwater,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--water cycle,5914465
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,Depletion of Groundwater,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--water cycle,5912188
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,Drought,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--effects of uneven rainfall,6115576
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,Floods,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--effects of uneven rainfall,6115577
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--water,Habits to Save Water,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--water--conservation of water,5912189
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--air around us,Air Around Us,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--presence of air around us,5914466
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--air around us,Availability of Oxygen at High Altitudes,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--presence of air around us,5914467
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--air around us,Water Vapour in Air,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--composition of air,5914468
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--air around us,Amount of Oxygen in Air,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--composition of air,5914469
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--air around us,Dust and Smoke Particles in Air,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--composition of air,5914470
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--air around us,Composition of Air,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--composition of air,5914471
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--air around us,What is Oxygen Cycle?,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--replacement of oxygen in the atmosphere,6115623
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--air around us,Air Present in Water,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--oxygen in soil and water,5959519
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--chemistry--air around us,Air Present in Soil,5ec5867a0c88fe5860961943,cbse--6th cbse--science--chemistry--air around us--oxygen in soil and water,6115525
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,Means of Transport,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--modes of transport,5912180
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,What is length ?,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--measurements of length,5816806
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,"Inches, Feet and Measurement",5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--measurements of length,5566042
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,How to make measurements in real life!,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--measurements of length,6115526
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,Measuring the Curved Line,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--measurements of length,5566026
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,How to measure a curved line?,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--measurements of length,5959520
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,Measurement of Length,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--units of measurement,5914443
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,Precautions During Measurement of Length,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--units of measurement,5914444
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--motion and measurement of distances,Types of Motion,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--motion and measurement of distances--introduction to motion,5912181
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--electricity and circuits,Electric Cell,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--electric cell,5912185
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--electricity and circuits,Making a Bulb Glow Using Electricity,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--bulb connected to an electric cell,5914451
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--electricity and circuits,Electric Circuit as a Closed Path,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--electric circuit,5914452
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--electricity and circuits,Introduction to an Electric Switch,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--electric switch,5914453
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--electricity and circuits,Electric Conductors and Insulators,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--electricity and circuits--electric conductors and insulators,5912186
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--fun with magnets,Discovery of Magnets,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--discovery of magnets,5914454
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--fun with magnets,Concept of Magnetism,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--discovery of magnets,5914455
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--fun with magnets,Attraction and Repulsion between Magnets,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--attraction and repulsion between magnets,5914457
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--fun with magnets,Demagnetisation,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--attraction and repulsion between magnets,5914458
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--fun with magnets,Magnetic and Non-Magnetic Materials,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--magnetic and non- magnetic materials,5914459
3721404,6th CBSE,CBSE,6,cbse--6th cbse--science--physics--fun with magnets,Effects of Magnetic Poles,5ec5867a0c88fe5860961943,cbse--6th cbse--science--physics--fun with magnets--poles of magnet,5914460
